kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,koi_period,koi_teq,koi_srad,koi_steff,koi_tce_plnt_num
8398290,"K07033.01",,"FALSE POSITIVE",1.58,0.510804497,3622.0,2.1760,6596.00,1
9328864,"K07160.01",,"FALSE POSITIVE",0.69,0.645850521,1941.0,0.9110,5381.00,1
9334490,"K07161.01",,"FALSE POSITIVE",5.35,18.84497113,552.0,0.6950,5220.00,1
9340411,"K07162.01",,"CANDIDATE",2.02,5.1581317,1642.0,3.3550,5155.00,1
9344623,"K07163.01",,"FALSE POSITIVE",76.06,14.759477667,862.0,1.1050,6522.00,1
9353182,"K07164.01",,"FALSE POSITIVE",54.13,10.476258265,1077.0,1.5360,6109.00,1
9357275,"K07165.01",,"FALSE POSITIVE",120,1.588298157,2773.0,2.0940,7742.00,1
9357375,"K07166.01",,"FALSE POSITIVE",0.47,1.58826263,862.0,0.5440,3931.00,1
9392702,"K07167.01",,"FALSE POSITIVE",42.54,3.909314318,1364.0,1.1430,6425.00,1
9394920,"K07168.01",,"FALSE POSITIVE",,1.38385822,,,,1
8524110,"K07891.01",,"FALSE POSITIVE",0.54,0.79708975,2262.0,1.1960,6056.00,1
10163067,"K07291.01",,"CANDIDATE",3.37,25.9136674,966.0,2.3460,6167.00,1
10164018,"K07292.01",,"FALSE POSITIVE",1.4,8.5412411,767.0,0.7320,5602.00,1
10189523,"K07293.01",,"FALSE POSITIVE",31.98,1.013922622,1392.0,0.6470,5110.00,1
10198109,"K07294.01",,"FALSE POSITIVE",56.94,17.918743061,942.0,1.6300,5870.00,1
10208759,"K07295.01",,"FALSE POSITIVE",86.76,2.287515702,1801.0,1.3910,6773.00,1
10214328,"K07296.01",,"FALSE POSITIVE",4.66,659.2907,322.0,1.8370,6917.00,1
10215422,"K07297.01",,"FALSE POSITIVE",52.38,24.847087207,569.0,0.8540,5644.00,1
10257903,"K07298.01",,"FALSE POSITIVE",,0.85574731,,,,1
10258558,"K07299.01",,"FALSE POSITIVE",53.53,20.867855659,716.0,1.0160,6095.00,1
11240948,"K07425.01",,"FALSE POSITIVE",14.32,3.401949837,2076.0,2.1700,7094.00,1
11241560,"K07426.01",,"CANDIDATE",0.97,6.96197304,778.0,0.8140,5008.00,1
11244571,"K07427.01",,"CANDIDATE",0.78,7.8935324,1052.0,1.1090,6306.00,1
11250867,"K07428.01",,"FALSE POSITIVE",57.6,2.252822538,1462.0,0.9510,6116.00,1
11251058,"K07429.01",,"FALSE POSITIVE",8.61,2.25284817,1940.0,1.5300,6850.00,1
11282568,"K07430.01",,"CANDIDATE",18.94,1.320499473,4477.0,13.4540,5172.00,1
11285625,"K07431.01",,"FALSE POSITIVE",152.74,5.39525573,1992.0,2.8040,7216.00,1
11286311,"K07432.01",,"CANDIDATE",1.03,13.1538409,750.0,1.0080,5443.00,1
4732015,"K05076.02",,"FALSE POSITIVE",34.87,0.939740093,7200.0,33.4740,4297.00,2
8043638,"K00460.02",,"CANDIDATE",1.24,36.0484798,566.0,1.1000,5602.00,2
11176166,"K05875.02",,"CANDIDATE",1.88,4.2742605,1326.0,1.1480,6477.00,2
9214712,"K06064.02",,"FALSE POSITIVE",7.1,265.299451,270.0,0.8630,5873.00,2
9214715,"K06065.02",,"FALSE POSITIVE",4.69,265.310499,296.0,0.9970,6108.00,2
7838906,"K06165.02",,"FALSE POSITIVE",153.72,35.4261827,2217.0,35.6950,4289.00,3
1026032,"K06252.01",,"FALSE POSITIVE",36.62,8.460438928,804.0,0.7020,5951.00,1
1293379,"K06253.01",,"CANDIDATE",1.4,27.556452,531.0,0.8360,5509.00,1
3973504,"K06377.01",,"FALSE POSITIVE",29.74,4.318726936,1091.0,0.9160,5896.00,1
4042088,"K06378.01",,"FALSE POSITIVE",,3.22598684,,,,1
4055092,"K06379.01",,"FALSE POSITIVE",22.89,76.45315813,291.0,0.5400,4831.00,1
4067549,"K06380.01",,"FALSE POSITIVE",42.72,7.698431197,878.0,0.8760,5774.00,1
4069063,"K06381.01",,"FALSE POSITIVE",50.41,0.504296702,2694.0,1.1870,6140.00,1
4069213,"K06382.01",,"FALSE POSITIVE",41.77,5.194256813,1546.0,2.0860,6100.00,1
4075064,"K06383.01",,"FALSE POSITIVE",41.01,61.42252657,326.0,0.6130,4867.00,1
4076061,"K06384.01",,"CANDIDATE",2.79,566.28176,203.0,0.8020,5829.00,1
4076952,"K06385.01",,"FALSE POSITIVE",95.58,9.761172507,1325.0,2.0480,6468.00,1
5036530,"K06503.02",,"FALSE POSITIVE",,1.36513839,,,,2
5036538,"K06504.01",,"FALSE POSITIVE",32.58,1.061008464,1002.0,0.4540,4239.00,1
5038469,"K06505.01",,"FALSE POSITIVE",,1.36840167,,,,1
5039687,"K06506.01",,"FALSE POSITIVE",32.41,5.8957069,1002.0,0.9340,5956.00,1
5042785,"K06507.01",,"FALSE POSITIVE",,1.67473779,,,,1
5078879,"K06508.01",,"FALSE POSITIVE",12.6,1.039370613,3320.0,3.1370,6429.00,1
5080346,"K06509.01",,"FALSE POSITIVE",1.76,2.31169425,3178.0,2.6790,9451.00,1
5080652,"K06510.01",,"FALSE POSITIVE",46.55,2.072177815,1204.0,0.7180,5519.00,1
5894972,"K06634.01",,"FALSE POSITIVE",64,3.34328534,2094.0,2.6520,6541.00,2
5951140,"K06635.01",,"CANDIDATE",1.49,0.52740121,1027.0,0.4100,3582.00,1
5952309,"K06636.01",,"FALSE POSITIVE",0.78,0.905678252,1901.0,0.9090,6075.00,1
5952457,"K06637.01",,"FALSE POSITIVE",0.76,0.905672916,1468.0,0.7410,4949.00,1
5962514,"K06639.01",,"FALSE POSITIVE",56.93,0.790046373,2541.0,1.3420,6785.00,1
5962716,"K06640.01",,"FALSE POSITIVE",80.87,1.804591904,1923.0,1.5150,6271.00,1
5966732,"K06641.01",,"CANDIDATE",1.16,1.400903699,1764.0,0.9750,6375.00,1
5977541,"K06642.01",,"FALSE POSITIVE",0.68,1.14073528,3190.0,1.6850,8847.00,1
5977804,"K06643.01",,"FALSE POSITIVE",0.7,3.31976683,1276.0,0.9400,6100.00,1
6792124,"K06770.01",,"FALSE POSITIVE",1.84,0.52880817,3558.0,2.3680,6224.00,1
6804648,"K06771.01",,"FALSE POSITIVE",1.22,0.700606479,3312.0,2.4490,6280.00,1
6806632,"K06772.01",,"FALSE POSITIVE",49.17,9.469191607,1679.0,1.8320,9454.00,1
6841577,"K06773.01",,"FALSE POSITIVE",40.9,15.53753378,694.0,0.8680,5704.00,1
6842345,"K06774.01",,"CANDIDATE",26.55,17.3816224,756.0,1.0200,6116.00,1
6852488,"K06775.01",,"FALSE POSITIVE",100.79,2.172042913,2169.0,1.7750,7128.00,1
6853172,"K06776.01",,"CANDIDATE",1.45,28.655498,658.0,1.1000,6268.00,1
6859546,"K06777.01",,"CANDIDATE",1.08,13.4450174,606.0,0.7590,5003.00,1
8460634,"K07887.01",,"FALSE POSITIVE",18.1,6.35216475,2698.0,13.6540,4820.00,1
7671594,"K06902.01",,"FALSE POSITIVE",366.76,0.705174384,751.0,0.2500,3354.00,1
7677005,"K06903.01",,"FALSE POSITIVE",94.1,38.058140058,736.0,1.4190,6894.00,1
7687365,"K06904.01",,"CANDIDATE",1.28,26.1556767,501.0,0.7600,5204.00,1
7691527,"K06905.01",,"FALSE POSITIVE",48.67,4.800232532,941.0,0.7560,5591.00,1
7695445,"K06906.01",,"FALSE POSITIVE",140.49,1.74336627,2029.0,1.4780,6640.00,1
7700500,"K06907.01",,"CANDIDATE",1.14,4.60687717,865.0,0.7110,5110.00,1
7700578,"K06908.01",,"FALSE POSITIVE",131.16,1.507100589,2378.0,1.7480,6919.00,1
7707736,"K06909.01",,"FALSE POSITIVE",8.78,0.758355704,1765.0,0.7830,5629.00,2
7733540,"K06910.01",,"FALSE POSITIVE",,0.77258608,,,,1
8411947,"K07034.01",,"FALSE POSITIVE",57.14,0.898837525,1615.0,0.8070,5284.00,1
8414159,"K07035.01",,"FALSE POSITIVE",93.46,11.931131598,831.0,0.9590,6089.00,1
8414216,"K07036.01",,"FALSE POSITIVE",0.56,11.93137992,415.0,0.5050,3787.00,1
8415863,"K07037.01",,"FALSE POSITIVE",50.02,27.533803402,777.0,1.6110,5925.00,1
8423903,"K07038.01",,"FALSE POSITIVE",55.34,12.4964346,1397.0,2.7300,6821.00,1
8429450,"K07039.01",,"FALSE POSITIVE",161.02,1.352576807,2866.0,2.4060,6881.00,1
8442795,"K07040.01",,"CANDIDATE",2.18,502.20642,212.0,0.7330,6018.00,1
8443812,"K07041.01",,"CANDIDATE",0.79,8.3613732,793.0,0.7770,5470.00,1
8445775,"K07042.01",,"FALSE POSITIVE",58.51,13.254134073,990.0,1.4360,6175.00,1
9397900,"K07169.01",,"CANDIDATE",0.72,10.5113779,1052.0,1.3050,6575.00,1
9411943,"K07170.01",,"FALSE POSITIVE",48.61,1.922009494,1596.0,1.0870,5880.00,1
9412462,"K07171.01",,"FALSE POSITIVE",67.45,10.186578749,793.0,0.9160,5557.00,1
9418994,"K07172.01",,"FALSE POSITIVE",180.25,32.003815635,960.0,4.0620,5260.00,1
9451096,"K07173.01",,"FALSE POSITIVE",101.37,1.250390814,2367.0,1.6630,6297.00,1
9458266,"K07174.01",,"CANDIDATE",0.37,1.58487898,943.0,0.5660,4201.00,1
9466042,"K07175.01",,"FALSE POSITIVE",,9.2742685,,,,1
9468296,"K07176.01",,"FALSE POSITIVE",26.94,5.748815953,799.0,0.7530,4961.00,1
10264202,"K07300.01",,"FALSE POSITIVE",37.02,0.517573708,1863.0,0.7000,5427.00,1
10264293,"K07301.01",,"CANDIDATE",1.19,20.9525604,495.0,0.7200,4885.00,1
10268809,"K07302.01",,"FALSE POSITIVE",25.1,24.70932686,662.0,1.0230,6065.00,1
10274244,"K07303.01",,"FALSE POSITIVE",30.6,13.68369259,635.0,0.7080,5359.00,1
10275887,"K07304.01",,"FALSE POSITIVE",277.38,9.726748645,997.0,1.4060,5618.00,1
10290021,"K07305.01",,"CANDIDATE",0.8,3.72920972,1713.0,2.0500,6215.00,1
10290447,"K07306.01",,"FALSE POSITIVE",5.91,0.691561191,1460.0,0.5860,4892.00,1
10292465,"K07307.01",,"FALSE POSITIVE",26.69,1.35337091,1444.0,0.7840,5426.00,1
10294608,"K07308.01",,"FALSE POSITIVE",63.08,1.854491777,1511.0,0.9900,5843.00,1
11287726,"K07433.01",,"FALSE POSITIVE",29.25,4.737713268,882.0,0.7190,5335.00,1
11288492,"K07434.01",,"CANDIDATE",0.95,5.704593,900.0,0.8320,5523.00,1
11288772,"K07435.01",,"CANDIDATE",0.82,1.36752316,1684.0,1.0480,5836.00,1
11295085,"K07436.01",,"FALSE POSITIVE",2.14,2.49777454,2264.0,2.2110,7117.00,2
11296724,"K07437.01",,"CANDIDATE",0.84,1.9997244,1385.0,0.8970,5838.00,1
11350389,"K07438.01",,"FALSE POSITIVE",36.72,1.51264208,1357.0,0.8110,5258.00,1
11356602,"K07439.01",,"FALSE POSITIVE",2.01,323.2575,293.0,1.1980,5866.00,1
11358392,"K07440.01",,"FALSE POSITIVE",56.1,0.984971822,2321.0,1.3690,6437.00,1
1433531,"K06254.01",,"FALSE POSITIVE",3.28,567.71329,325.0,1.9960,6248.00,1
1717528,"K06255.01",,"FALSE POSITIVE",1.25,9.31392071,884.0,0.9730,6032.00,1
1871483,"K06256.01",,"CANDIDATE",1.37,14.137062,568.0,0.7090,4861.00,1
2012722,"K06257.01",,"FALSE POSITIVE",9.76,2.32539968,2501.0,2.7240,7046.00,2
2013883,"K06258.01",,"FALSE POSITIVE",0.72,0.764597756,2708.0,1.7260,6218.00,1
2161949,"K06259.01",,"CANDIDATE",1.14,4.78113942,1130.0,1.1150,5683.00,1
2161949,"K06259.02",,"CANDIDATE",1.3,7.18864064,987.0,1.1150,5683.00,2
2162994,"K06260.01",,"FALSE POSITIVE",51.08,4.101595158,1028.0,0.8080,5610.00,1
2167444,"K06261.01",,"FALSE POSITIVE",24.62,2.43574046,2102.0,1.7810,7239.00,1
4078693,"K06386.01",,"FALSE POSITIVE",57.46,2.756536015,1580.0,1.6690,5496.00,1
4142768,"K06387.01",,"FALSE POSITIVE",368.42,13.99585365,1202.0,2.7030,5638.00,1
4149684,"K06388.01",,"FALSE POSITIVE",59.16,4.320850062,1221.0,1.0830,6098.00,1
4150703,"K06389.01",,"FALSE POSITIVE",0.96,8.6532378,793.0,0.8540,5561.00,1
4157488,"K06390.01",,"FALSE POSITIVE",81.49,5.197420145,1416.0,1.5280,6248.00,1
4160669,"K06391.01",,"FALSE POSITIVE",4633.66,2.183517999,9791.0,162.7250,3198.00,1
4171955,"K06392.01",,"FALSE POSITIVE",2.3,383.61248,248.0,0.9020,6011.00,1
4174507,"K06393.01",,"FALSE POSITIVE",35.94,1.945914237,1417.0,0.8300,5967.00,1
5083138,"K06511.01",,"CANDIDATE",1.46,27.122801,594.0,0.9450,5878.00,1
5083252,"K06512.01",,"FALSE POSITIVE",0.48,2.500560859,1486.0,1.0520,6305.00,1
5087223,"K06513.01",,"CANDIDATE",1.17,5.62241111,561.0,0.5410,3894.00,1
5091075,"K06514.01",,"FALSE POSITIVE",1.32,1.25625738,3507.0,3.0630,7450.00,1
5091614,"K06515.01",,"FALSE POSITIVE",41.68,21.142458554,672.0,0.9450,6079.00,1
5092799,"K06516.01",,"CANDIDATE",0.88,11.2901559,617.0,0.6570,5025.00,1
5092799,"K06516.02",,"CANDIDATE",,28.24753303,,,,2
5094301,"K06517.01",,"FALSE POSITIVE",0.29,0.99519559,1624.0,0.7820,5506.00,1
5983348,"K06644.01",,"FALSE POSITIVE",39.12,25.150788449,686.0,1.1010,6015.00,1
5990753,"K06645.01",,"FALSE POSITIVE",18.03,7.21636091,2146.0,9.4760,5029.00,1
6019971,"K06646.01",,"CANDIDATE",1.38,7.1356633,751.0,0.7930,4926.00,1
6029130,"K06647.01",,"FALSE POSITIVE",49.21,12.591656377,642.0,0.7560,5293.00,1
6035335,"K06648.01",,"FALSE POSITIVE",1.17,1.044408447,2745.0,1.6980,7274.00,4
6041511,"K06649.01",,"FALSE POSITIVE",0.77,0.97705114,2501.0,1.6310,6527.00,1
6042116,"K06650.01",,"FALSE POSITIVE",125.96,5.407157086,1984.0,2.4390,7617.00,1
6042663,"K06651.01",,"FALSE POSITIVE",51.72,30.971766472,523.0,0.8290,5633.00,1
6044064,"K06652.01",,"FALSE POSITIVE",302.18,5.06318803,908.0,0.7520,5375.00,1
6859813,"K06778.01",,"FALSE POSITIVE",63.14,10.88242209,894.0,1.0450,6200.00,1
6863840,"K06779.01",,"FALSE POSITIVE",53.63,1.926366998,1204.0,0.7600,5176.00,1
6864569,"K06780.01",,"FALSE POSITIVE",81.88,2.325185422,3738.0,2.8960,11076.00,2
6864706,"K06781.01",,"CANDIDATE",0.93,14.5909249,622.0,0.7660,5214.00,1
6864859,"K06782.01",,"FALSE POSITIVE",164.06,40.877841988,915.0,2.5900,6807.00,1
6867219,"K06783.01",,"CANDIDATE",1.31,11.8496351,802.0,0.9290,6032.00,1
6877673,"K06784.01",,"FALSE POSITIVE",51.31,36.75892725,575.0,0.9790,6085.00,1
6877871,"K06785.01",,"FALSE POSITIVE",1.81,0.536869783,2645.0,1.1680,6495.00,2
6878408,"K06786.01",,"CANDIDATE",3,455.62395,228.0,0.8920,5883.00,1
7741048,"K06911.01",,"FALSE POSITIVE",0.65,0.843400322,1941.0,0.9600,5982.00,1
7751562,"K06912.01",,"FALSE POSITIVE",24.93,17.042155208,760.0,1.0350,6197.00,1
7755741,"K06913.01",,"FALSE POSITIVE",3.46,0.874236216,6177.0,4.3780,10894.00,1
7755741,"K06913.02",,"CANDIDATE",3.86,1.75173647,4900.0,4.3780,10894.00,3
7769072,"K06914.01",,"FALSE POSITIVE",158.5,0.60886299,3651.0,4.1670,5022.00,1
7769815,"K06915.01",,"FALSE POSITIVE",1.15,4.43529675,1026.0,0.8420,5659.00,1
7777365,"K06916.01",,"FALSE POSITIVE",1.05,0.88512187,1659.0,0.8190,5392.00,1
7798259,"K06917.01",,"FALSE POSITIVE",42.06,1.734221252,1114.0,0.7020,4765.00,1
8453191,"K07043.01",,"FALSE POSITIVE",117.51,5.776764285,1542.0,2.0720,6263.00,1
8453324,"K07044.01",,"FALSE POSITIVE",369.2,1.26227317,3790.0,9.3560,4927.00,1
8479107,"K07045.01",,"FALSE POSITIVE",34.23,0.76757669,1530.0,0.6270,5182.00,1
8479386,"K07046.01",,"FALSE POSITIVE",78.14,5.860377067,1191.0,1.1580,6267.00,1
8488876,"K07047.01",,"FALSE POSITIVE",62.9,5.801881299,2001.0,3.0090,7259.00,1
8504570,"K07048.01",,"FALSE POSITIVE",92.08,4.00770453,1699.0,1.6310,7162.00,1
8509346,"K07049.01",,"FALSE POSITIVE",36.68,6.099032889,1183.0,1.1410,6356.00,1
8517433,"K07050.01",,"FALSE POSITIVE",0.76,0.652956712,2146.0,1.0550,5812.00,1
9474222,"K07177.01",,"FALSE POSITIVE",49.2,13.691790011,994.0,1.5540,6295.00,1
9474969,"K07178.01",,"FALSE POSITIVE",63.68,21.570508432,923.0,1.6920,6322.00,1
9480398,"K07179.01",,"CANDIDATE",1.18,407.14656,272.0,1.1980,5845.00,1
9490342,"K07180.01",,"CANDIDATE",3.94,487.83894,298.0,1.8770,5421.00,1
9509207,"K07181.01",,"FALSE POSITIVE",85.76,14.199840087,907.0,1.4140,5864.00,1
9513168,"K07182.01",,"CANDIDATE",1.74,6.853888,613.0,0.6840,4199.00,1
9520700,"K07183.01",,"FALSE POSITIVE",66.59,2.136834989,1415.0,0.9890,5753.00,1
9529294,"K07184.01",,"FALSE POSITIVE",0.97,2.51690133,1430.0,1.2840,5403.00,1
12116489,"K00547.02",,"CANDIDATE",0.97,7.34672485,784.0,0.8210,5271.00,2
10296163,"K07309.01",,"FALSE POSITIVE",400.4,9.296746368,1552.0,2.8840,6461.00,1
10330495,"K07310.01",,"FALSE POSITIVE",20.71,18.060078203,618.0,0.8550,5330.00,1
10332789,"K07311.01",,"FALSE POSITIVE",35.61,18.74072534,717.0,0.9960,6122.00,1
10340228,"K07312.01",,"FALSE POSITIVE",0.69,0.93371313,1642.0,0.8690,5436.00,1
10341787,"K07313.01",,"FALSE POSITIVE",1.14,0.93373716,1666.0,0.8520,5390.00,1
10342097,"K07314.01",,"FALSE POSITIVE",10.28,0.933735579,3696.0,5.3440,5016.00,1
10345862,"K07315.01",,"FALSE POSITIVE",42.57,58.28819056,462.0,1.0440,5463.00,1
10346522,"K07316.01",,"FALSE POSITIVE",60.26,3.989144446,996.0,0.7190,5538.00,1
10352603,"K07317.01",,"FALSE POSITIVE",69.08,32.77897303,588.0,0.9640,6122.00,1
11359305,"K07441.01",,"FALSE POSITIVE",116.84,28.487107336,963.0,2.3850,6351.00,1
11391181,"K07442.01",,"FALSE POSITIVE",51.79,8.61733907,796.0,0.8700,5387.00,1
11401869,"K07443.01",,"FALSE POSITIVE",0.95,2.16146908,1487.0,1.0130,6047.00,1
11409698,"K07444.01",,"FALSE POSITIVE",73.59,10.26782676,1136.0,1.4400,6664.00,1
11411639,"K07445.01",,"CANDIDATE",1.3,6.933574,829.0,0.7930,5510.00,1
11455795,"K07446.01",,"FALSE POSITIVE",14.59,1.057335679,1276.0,0.6830,4664.00,1
11457191,"K07447.01",,"FALSE POSITIVE",42.03,1.149198426,1690.0,0.8670,5858.00,1
11462556,"K07448.01",,"FALSE POSITIVE",1.66,2.50012775,1977.0,1.6640,6923.00,2
2283362,"K06262.01",,"CANDIDATE",1.29,0.673141323,1834.0,0.8580,5461.00,1
2301068,"K06263.01",,"CANDIDATE",3.33,8.60965352,1550.0,4.2330,5418.00,1
2305372,"K06264.01",,"FALSE POSITIVE",217.25,1.40469182,2263.0,1.8630,6230.00,1
2306740,"K06265.01",,"FALSE POSITIVE",81.21,10.306982793,960.0,1.2170,5912.00,1
2308957,"K06266.01",,"FALSE POSITIVE",177.78,1.109841858,2944.0,3.2110,5788.00,1
2422820,"K06267.01",,"CANDIDATE",1.12,13.8911152,674.0,0.7900,5472.00,1
2437452,"K06268.01",,"FALSE POSITIVE",34.03,7.234965722,843.0,0.7980,5653.00,1
2437804,"K06269.01",,"FALSE POSITIVE",37.37,7.45301717,2595.0,16.7550,4475.00,1
2438061,"K06270.01",,"FALSE POSITIVE",48.18,2.442941283,1352.0,1.0000,5780.00,1
4180396,"K06394.01",,"FALSE POSITIVE",12.52,3.684337918,2481.0,2.1080,9609.00,1
4245897,"K06395.01",,"FALSE POSITIVE",162.84,11.2570616,1272.0,1.8750,6915.00,1
4252226,"K06396.01",,"FALSE POSITIVE",114.63,21.858963291,925.0,2.0600,5923.00,1
4261960,"K06397.01",,"FALSE POSITIVE",26.29,1.461270059,1253.0,0.6740,5226.00,1
4269252,"K06398.01",,"FALSE POSITIVE",23.61,9.4022333,2309.0,13.8740,4597.00,1
4274071,"K06399.01",,"CANDIDATE",1.24,6.76890076,1017.0,1.1250,5737.00,1
4281895,"K06400.01",,"FALSE POSITIVE",77.97,9.543584955,1141.0,1.7850,5537.00,1
4282390,"K06401.01",,"CANDIDATE",41.53,1.96134311,2167.0,2.1980,6221.00,1
5095269,"K06518.01",,"FALSE POSITIVE",65.5,18.611957253,829.0,1.1700,6492.00,1
5097278,"K06519.01",,"FALSE POSITIVE",3.65,0.73240662,3191.0,1.7720,7392.00,3
5098757,"K06520.01",,"FALSE POSITIVE",89.95,2.954598,2148.0,2.1610,6955.00,1
5111801,"K06521.01",,"FALSE POSITIVE",0.58,0.562006231,2978.0,1.4550,6609.00,1
5112198,"K06522.01",,"FALSE POSITIVE",18.8,3.21559054,1366.0,1.0360,6300.00,1
5113809,"K06523.01",,"FALSE POSITIVE",3.62,1.547426532,1973.0,1.2640,6612.00,1
5115178,"K06524.01",,"FALSE POSITIVE",47.26,12.851722103,781.0,0.9670,5838.00,1
5115379,"K06525.01",,"FALSE POSITIVE",1.8,4.2055797,1345.0,1.2590,6190.00,1
5115688,"K06526.01",,"CANDIDATE",9.3,486.77832,409.0,4.9500,5039.00,1
6045093,"K06653.01",,"CANDIDATE",1.22,28.2682167,526.0,0.8380,5496.00,1
6046311,"K06654.01",,"FALSE POSITIVE",2.47,0.957476003,2138.0,1.1220,6312.00,2
6048106,"K06655.01",,"FALSE POSITIVE",94.2,1.559360638,2234.0,1.4880,7002.00,1
6048255,"K06656.01",,"FALSE POSITIVE",,0.57627248,,,,1
6057750,"K06657.01",,"CANDIDATE",1.54,1.6037058,2492.0,2.5120,6400.00,1
6060580,"K06658.01",,"FALSE POSITIVE",33.55,2.313367981,1180.0,0.7640,5508.00,1
6063448,"K06659.01",,"FALSE POSITIVE",63.58,76.01811375,652.0,1.8920,6703.00,1
6066107,"K06660.01",,"FALSE POSITIVE",,0.82883944,,,,1
8391983,"K07884.01",,"CANDIDATE",1.49,0.70965042,2036.0,1.0020,5618.00,1
6890618,"K06787.01",,"FALSE POSITIVE",28.63,1.574063832,1619.0,0.9620,5951.00,1
6925263,"K06788.01",,"FALSE POSITIVE",1.04,2.51989935,1217.0,0.8410,5646.00,1
6927629,"K06789.01",,"FALSE POSITIVE",69.23,3.867613816,1203.0,1.0460,5780.00,1
6929016,"K06790.01",,"FALSE POSITIVE",0.86,0.733726452,1867.0,0.7970,5855.00,1
6936977,"K06791.01",,"FALSE POSITIVE",53.1,36.473115046,467.0,0.7660,5452.00,1
6939670,"K06792.01",,"FALSE POSITIVE",38.01,4.238855579,1044.0,0.8040,5655.00,1
6947623,"K06793.01",,"CANDIDATE",0.79,3.62657392,1014.0,0.8000,5416.00,1
6947837,"K06794.01",,"FALSE POSITIVE",0.98,1.17033848,3272.0,2.3140,8027.00,1
6949550,"K06795.01",,"FALSE POSITIVE",56.33,7.841066931,876.0,0.8290,5973.00,1
7811211,"K06918.01",,"CANDIDATE",6.17,0.902403563,1688.0,0.7550,5776.00,1
7812893,"K06919.01",,"CANDIDATE",1.09,8.7998722,577.0,0.6750,4298.00,1
7816680,"K06920.01",,"FALSE POSITIVE",64.04,4.292599454,1319.0,1.1740,6467.00,1
7816935,"K06921.01",,"CANDIDATE",1.19,6.87778029,1052.0,1.0620,6274.00,1
7838639,"K06922.01",,"FALSE POSITIVE",50.13,2.113197701,1825.0,1.4630,6215.00,1
7846730,"K06923.01",,"FALSE POSITIVE",75.47,11.02822674,1028.0,1.3870,6271.00,1
7847927,"K06924.01",,"FALSE POSITIVE",40.43,70.37626987,373.0,0.7550,5458.00,1
7868967,"K06925.01",,"CANDIDATE",0.94,12.9489256,416.0,0.5250,3867.00,1
8526387,"K07051.01",,"FALSE POSITIVE",1.11,0.772803664,1365.0,0.6680,4535.00,2
8543278,"K07052.01",,"FALSE POSITIVE",18.8,7.549299761,690.0,0.6340,5085.00,1
8552500,"K07053.01",,"FALSE POSITIVE",9.32,0.530972263,2373.0,0.9910,6185.00,1
8552540,"K07054.01",,"FALSE POSITIVE",92.29,0.530967171,2312.0,0.9910,5951.00,1
8553788,"K07055.01",,"FALSE POSITIVE",130.46,1.606163631,2943.0,2.3140,8027.00,1
8553907,"K07056.01",,"FALSE POSITIVE",79.17,42.032096076,622.0,1.1170,6618.00,1
8559796,"K07057.01",,"FALSE POSITIVE",4.71,0.619303759,3232.0,1.6840,7138.00,1
8559863,"K07058.01",,"FALSE POSITIVE",19.12,22.470494368,518.0,0.6970,5315.00,1
8489260,"K07889.01",,"CANDIDATE",2.44,130.235324,332.0,0.9030,5616.00,1
9529856,"K07185.01",,"FALSE POSITIVE",114.14,37.482223878,902.0,2.4150,6422.00,1
9536048,"K07186.01",,"FALSE POSITIVE",0.95,3.71186243,1406.0,1.2580,6302.00,1
9540450,"K07187.01",,"FALSE POSITIVE",70.64,1.077358008,1925.0,1.0640,6100.00,1
9540675,"K07188.01",,"FALSE POSITIVE",0.75,3.55643514,1297.0,1.1090,5831.00,1
9541163,"K07189.01",,"FALSE POSITIVE",0.92,0.5366497,2142.0,0.8980,5822.00,1
9541567,"K07190.01",,"FALSE POSITIVE",,1.12284501,,,,2
9569866,"K07191.01",,"FALSE POSITIVE",47.81,1.480324075,1313.0,0.7170,5260.00,1
9579192,"K07192.01",,"FALSE POSITIVE",50.33,12.08353781,1310.0,2.2140,6770.00,1
8540376,"K07892.01","Kepler-457 d","CONFIRMED",2.71,10.692115,1008.0,1.2420,6474.00,1
10363300,"K07318.01",,"FALSE POSITIVE",58.67,0.934926138,1957.0,1.0780,5962.00,1
10388451,"K07319.01",,"CANDIDATE",0.97,17.1677675,370.0,0.5260,3761.00,1
10396708,"K07320.01",,"CANDIDATE",0.75,8.50207749,679.0,0.7150,4889.00,1
10407047,"K07321.01",,"FALSE POSITIVE",103.98,0.93374699,3442.0,5.2720,4909.00,1
10407430,"K07322.01",,"FALSE POSITIVE",0.99,0.933759404,1763.0,0.8660,5766.00,1
10407464,"K07323.01",,"FALSE POSITIVE",0.37,0.93373711,2077.0,1.0250,6300.00,1
10417704,"K07324.01",,"FALSE POSITIVE",,3.0082548,,,,1
10420279,"K07325.01",,"FALSE POSITIVE",77.25,45.43324862,529.0,1.0800,5731.00,1
10422852,"K07326.01",,"FALSE POSITIVE",57.48,1.398890216,1784.0,1.0510,6134.00,1
11495989,"K07449.01",,"CANDIDATE",14.03,1.322475635,1097.0,0.5480,4668.00,1
11499757,"K07450.01",,"FALSE POSITIVE",75.21,12.314402323,864.0,1.0660,6247.00,1
11501774,"K07451.01",,"FALSE POSITIVE",1.23,0.691823991,1878.0,0.9620,5226.00,1
11502172,"K07452.01",,"FALSE POSITIVE",43.42,25.431861399,601.0,0.9000,5754.00,1
11502179,"K07453.01",,"FALSE POSITIVE",2.4,3.98855869,1447.0,1.6460,5791.00,1
